5707 1 1 14 1 0 0
  2.07106158137E-001   8.39202046394E-001   1.31058096886E-002   8.64479482174E-001         63     0     1     0     5  1091   760   3.71710538864E-001   1.31578952074E-001   0.00000000000E+000   0.00000000000E+000   0.00000000000E+000   1.16999996414E+001   0.00000000000E+000   0.00000000000E+000   0.00000000000E+000   0.00000000000E+000   0.00000000000E+000   2.05948844552E-001   0.00000000000E+000   0.00000000000E+000     2    17 10076  -11.00000   -9.00000   -2.00000
 -5.60695566237E-002  -2.21363127232E-001  -2.04356446862E-001   3.06442469358E-001         93     0     1     0     5   230   560  -4.62962955236E-001  -2.37654328346E-001   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   8.75999969649E+001   0.00000000000E+000   0.00000000000E+000   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   1.53065371513E+000   0.00000000000E+000   0.00000000000E+000     2    17 20001    3.00000    3.00000   -3.00000
 -1.77822619677E-001  -5.24317920208E-001  -7.63138011098E-002   5.58886349201E-001       1051     0     1     0     5   566   665   8.21320787072E-002   2.06503525376E-001   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   8.75999969649E+001   0.00000000000E+000   0.00000000000E+000   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   1.53065371513E+000   0.00000000000E+000   0.00000000000E+000     2    17 20001    8.00000    5.00000    0.00000
 -8.53370949626E-002  -2.84241288900E-001   2.43159666657E-001   3.83669316769E-001       1733     0     1     0     5   294   966   7.81928747892E-002  -4.70677673817E-001   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   8.75999969649E+001   0.00000000000E+000   0.00000000000E+000   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   1.53065371513E+000   0.00000000000E+000   0.00000000000E+000     2    17 20001    4.00000    2.00000    5.00000
 -2.98872888088E-001  -4.58860427141E-001   5.09604036808E-001   7.48046934605E-001        470     0     1     0     5   586  1345   5.83333313465E-001  -1.94444447756E-001   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   8.75999969649E+001   0.00000000000E+000   0.00000000000E+000   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   1.53065371513E+000   0.00000000000E+000   0.00000000000E+000     2    17 20001   10.00000    0.00000   10.00000
 -2.81695008278E-001  -6.08044445515E-001  -2.57219314575E-001   7.17796564102E-001        387     0     1     0     5   740   447   4.34782616794E-002   4.34782616794E-002   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   8.76999977646E+001   0.00000000000E+000   0.00000000000E+000   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   1.53239905834E+000   0.00000000000E+000   0.00000000000E+000     2    17 20002   11.00000    5.00000   -3.00000
 -3.05265933275E-001  -6.81340277195E-001  -3.96396629512E-002   7.47651755810E-001        164     0     1     0     5   849   695  -5.04347831011E-002   3.66956532001E-001   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   8.77999985642E+001   0.00000000000E+000   0.00000000000E+000   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   1.53414440155E+000   0.00000000000E+000   0.00000000000E+000     2    17 20003   12.00000    5.00000    1.00000
 -2.71626144648E-001  -5.31532168388E-001   3.82951378822E-001   7.09195971489E-001        136     0     1     0     5   647  1178  -1.00000000000E+000   0.00000000000E+000   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   8.77999985642E+001   0.00000000000E+000   0.00000000000E+000   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   1.53414440155E+000   0.00000000000E+000   0.00000000000E+000     2    17 20003   10.00000    2.00000    8.00000
 -2.38602757454E-001  -6.16133391857E-001   2.49415785074E-002   6.61191165447E-001        492     0     1     0     5   710   769  -1.97628453374E-001   4.29841905832E-001   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   8.81000009631E+001   0.00000000000E+000   0.00000000000E+000   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   1.53938043118E+000   0.00000000000E+000   0.00000000000E+000     2    17 20006   10.00000    5.00000    2.00000
 -1.14943817258E-001  -3.29785197973E-001   2.94078439474E-001   4.56565976143E-001        391     0     1     0     5   347  1022  -3.25090914965E-001  -4.18909102678E-001   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   8.81000009631E+001   0.00000000000E+000   0.00000000000E+000   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   1.53938043118E+000   0.00000000000E+000   0.00000000000E+000     2    17 20006    5.00000    2.00000    6.00000
 -2.79270619154E-001  -6.33489608765E-001   1.95018678904E-001   7.19258964062E-001        193     0     1     0     5   768   966   1.00412651896E-001   3.92022013664E-001   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   8.81000009631E+001   0.00000000000E+000   0.00000000000E+000   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   1.53938043118E+000   0.00000000000E+000   0.00000000000E+000     2    17 20006   11.00000    4.00000    5.00000
 -2.63776689768E-001  -3.01468729973E-001   5.90243935585E-001   7.13336825371E-001        624     0     1     0     5   383  1416   1.42857149243E-001   0.00000000000E+000   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   8.82000017627E+001   0.00000000000E+000   0.00000000000E+000   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   1.54112577438E+000   0.00000000000E+000   0.00000000000E+000     2    17 20007    8.00000   -2.00000   11.00000
 -1.48311644793E-001  -4.78616327047E-001  -1.27249225974E-001   5.16974210739E-001       1370     0     1     0     5   505   617  -3.68435233831E-001   1.60517096519E-001   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   8.82000017627E+001   0.00000000000E+000   0.00000000000E+000   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   1.54112577438E+000   0.00000000000E+000   0.00000000000E+000     2    17 20007    7.00000    5.00000   -1.00000
 -5.53601980209E-002  -2.38552272320E-001   1.92224308848E-001   3.11323165894E-001       8988     0     1     0     5   245   914  -3.58974367380E-001   5.12820519507E-002   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   8.83000025623E+001   0.00000000000E+000   0.00000000000E+000   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   1.54287111759E+000   0.00000000000E+000   0.00000000000E+000     2    17 20008    3.00000    2.00000    4.00000
 -2.52842664719E-001  -5.62452554703E-001  -3.07918369770E-001   6.89272105694E-001        264     0     1     0     5   666   398  -1.42557650805E-001   2.24318653345E-001   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   8.84000033620E+001   0.00000000000E+000   0.00000000000E+000   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   1.54461634159E+000   0.00000000000E+000   0.00000000000E+000     2    17 20009   10.00000    5.00000   -4.00000
 -1.50743022561E-001  -4.68937337399E-001  -1.82743564248E-001   5.25376915932E-001        917     0     1     0     5   497   562   8.41463431716E-002  -2.85772353411E-001   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   8.84000033620E+001   0.00000000000E+000   0.00000000000E+000   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   1.54461634159E+000   0.00000000000E+000   0.00000000000E+000     2    17 20009    7.00000    5.00000   -2.00000
 -3.02511692047E-001  -6.89726710320E-001   1.58549584448E-002   7.53317773342E-001        122     0     1     0     5   860   761   1.89309582114E-001   1.22494429350E-001   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   8.84000033620E+001   0.00000000000E+000   0.00000000000E+000   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   1.54461634159E+000   0.00000000000E+000   0.00000000000E+000     2    17 20009   12.00000    5.00000    2.00000
 -4.10946011543E-001  -7.72152304649E-001   1.21301151812E-001   8.83068382740E-001         41     0     1     0     5  1125   912  -3.31521749496E-001  -1.25000000000E-001   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   8.84000033620E+001   0.00000000000E+000   0.00000000000E+000   9.00000024957E+001   0.00000000000E+000   0.00000000000E+000   1.54461634159E+000   0.00000000000E+000   0.00000000000E+000     2    17 20009   15.00000    4.00000    4.00000
